0	1
mm	O
depth	CAU
from	O
the	O
surface	ELE
of	O
reinforce	ELE
concrete	ELE
we	O
can	O
monitor	MET
the	O
corrosion	DEF
tendency	DEF
cause	RES
penetration	DEF
of	O
chloride	CAU
ion	CAU
with	RES
respect	O
to	O
depth	CAU
through	O
the	O
variation	DEF
of	O
electrical	MET
property	DEF
in	O
sensor	MET
the	O
velocity	DEF
of	O
corrosion	DEF
δr	DEF
r0	DEF
be	O
suggest	O
as	O
new	O
parameter	DEF
which	O
show	O
the	O
tendency	DEF
for	O
corrosion	DEF
model	MET
be	O
develop	RES
to	O
predict	RES
the	O
shear	DEF
capacity	DEF
of	O
deep	CAU
beam	ELE
without	RES
web	ELE
reinforcement	ELE
take	O
into	O
consideration	O
the	O
dowel	DEF
action	DEF
contribution	DEF
of	O
longitudinal	CAU
reinforcement	ELE
which	O
be	O
hybrid	DEF
of	O
steel	ELE
and	O
gfrp	ELE
rebar	ELE
the	O
result	RES
show	O
significant	RES
dowel	DEF
action	DEF
contribution	DEF
of	O
steel	ELE
as	O
well	O
as	O
gfrp	ELE
rebar	ELE
to	O
beam	ELE
shear	DEF
strength	DEF
however	O
the	O
use	O
of	O
hybrid	DEF
system	MET
of	O
steel	ELE
and	O
gfrp	ELE
bar	ELE
cause	O
reduction	RES
in	O
the	O
dowel	DEF
action	DEF
of	O
steel	ELE
bar	ELE
due	O
to	O
their	O
combine	RES
action	DEF
in	O
this	O
context	O
this	O
paper	O
discuss	O
the	O
seismic	MET
performance	DEF
of	O
rc	ELE
beam	ELE
column	ELE
joint	ELE
sub	ELE
assemblage	CAU
reinforce	ELE
with	RES
five	O
different	CAU
sma	CAU
obtain	RES
through	O
numerical	MET
study	O
under	O
reverse	CAU
cyclic	CAU
load	CAU
in	O
this	O
study	O
six	O
beam	ELE
column	ELE
joint	ELE
sub	ELE
assemblage	CAU
five	O
reinforce	ELE
with	RES
different	CAU
type	CAU
of	O
se	CAU
sma	ELE
and	O
one	CAU
with	RES
regular	CAU
steel	ELE
be	O
consider	O
the	O
performance	DEF
of	O
the	O
beam	ELE
column	ELE
joint	ELE
sub	ELE
assemblage	CAU
be	O
numerically	MET
evaluate	RES
in	O
term	O
of	O
load	DEF
storey	DEF
drift	DEF
relationship	DEF
energy	DEF
dissipation	DEF
capacity	DEF
and	O
cumulative	CAU
energy	DEF
dissipation	DEF
storey	DEF
drift	DEF
ratio	MET
nonlinear	MET
static	MET
pushover	MET
analysis	MET
during	O
the	O
chloride	CAU
exposure	CAU
fly	CAU
ash	CAU
geopolymer	ELE
give	O
the	O
high	RES
protection	DEF
to	O
reinforcement	ELE
the	O
high	RES
alkalinity	CAU
of	O
geopolymer	ELE
compare	RES
to	O
cement	ELE
mortar	ELE
seem	O
to	O
decrease	RES
the	O
minimum	CAU
free	CAU
chloride	CAU
threshold	DEF
necessary	RES
to	O
induce	RES
corrosion	DEF
for	O
galvanize	CAU
steel	ELE
but	O
it	O
increase	RES
that	O
for	O
bare	CAU
steel	ELE
an	O
electric	CAU
equivalent	CAU
circuit	ELE
with	RES
two	O
rc	ELE
loop	ELE
connect	CAU
in	O
parallel	CAU
be	O
often	O
use	O
for	O
fitting	O
the	O
eis	MET
diagram	MET
obtain	RES
for	O
spontaneous	DEF
growth	DEF
of	O
passive	CAU
layer	ELE
in	O
the	O
alkaline	CAU
solution	CAU
simulate	RES
the	O
concrete	ELE
pore	ELE
however	O
when	O
the	O
passive	CAU
layer	ELE
be	O
form	RES
under	O
anodic	CAU
polarization	MET
warburg	CAU
element	ELE
must	O
be	O
introduce	O
in	O
the	O
equivalent	CAU
circuit	MET
accord	O
to	O
the	O
point	MET
defect	MET
model	MET
pdm	MET
this	O
warburg	CAU
element	ELE
be	O
allocate	O
to	O
the	O
transport	DEF
of	O
oxygen	CAU
vacancy	DEF
through	O
the	O
passive	CAU
layer	ELE
which	O
concentration	DEF
change	RES
with	RES
the	O
potential	DEF
the	O
rebar	ELE
potential	DEF
er	DEF
of	O
steel	ELE
with	RES
respect	O
to	O
mno2	CAU
be	O
−315	O
and	O
−525mv	O
for	O
passive	CAU
and	O
active	CAU
condition	CAU
of	O
rebar	ELE
in	O
concrete	ELE
the	O
corrosion	DEF
current	CAU
from	O
potentiodynamic	MET
polarisation	MET
and	O
rct	DEF
from	O
impedance	MET
technique	MET
clearly	O
differentiate	RES
the	O
behaviour	DEF
of	O
steel	ELE
embed	RES
in	O
chloride	CAU
contaminate	CAU
concrete	ELE
active	CAU
condition	CAU
from	O
uncontaminate	CAU
concrete	ELE
passive	CAU
condition	CAU
with	RES
respect	O
to	O
mno2	CAU
sensor	MET
all	O
these	O
study	O
reveal	RES
that	O
corrosion	DEF
monitor	MET
of	O
steel	ELE
in	O
concrete	ELE
use	O
embed	CAU
mno2	CAU
as	O
well	RES
potential	DEF
sensor	MET
for	O
steel	ELE
in	O
concrete	ELE
in	O
addition	O
it	O
be	O
accord	O
to	O
the	O
result	RES
the	O
use	O
of	O
geopolymer	ELE
pf	CAU
can	O
increase	RES
the	O
service	DEF
life	DEF
of	O
concrete	ELE
structure	ELE
up	O
to	O
about	O
year	O
on	O
the	O
other	O
hand	O
by	O
reduce	RES
every	O
cm	O
of	O
concrete	ELE
cover	ELE
service	DEF
life	DEF
be	O
reduce	RES
about	O
the	O
presence	O
of	O
suitable	CAU
sealant	DEF
in	O
the	O
seam	ELE
between	RES
the	O
formwork	ELE
be	O
essential	O
due	O
to	O
its	O
low	CAU
permeability	DEF
polyurethane	ELE
have	O
be	O
able	O
to	O
minimize	RES
the	O
risk	DEF
of	O
rebar	ELE
corrosion	DEF
adjacent	CAU
to	O
the	O
seam	ELE
also	O
apply	O
load	DEF
of	O
and	O
8fc	O
can	O
increase	RES
the	O
chloride	CAU
diffusion	DEF
coefficient	DEF
in	O
conventional	MET
base	O
on	O
the	O
fe	MET
result	RES
fitting	MET
formula	MET
relate	O
the	O
expansive	DEF
rate	DEF
with	RES
cover	ELE
depth	CAU
rebar	ELE
diameter	CAU
as	O
well	O
as	O
elastic	CAU
modulu	DEF
and	O
tensile	DEF
strength	DEF
of	O
concrete	ELE
be	O
propose	O
it	O
be	O
find	O
that	O
the	O
result	RES
of	O
the	O
fitting	MET
formula	MET
agree	O
well	RES
with	RES
that	O
of	O
other	CAU
researcher	O
and	O
can	O
be	O
use	O
to	O
predict	RES
the	O
expansive	DEF
behavior	DEF
of	O
the	O
concrete	ELE
cover	ELE
due	O
to	O
reinforcement	ELE
corrosion	CAU
without	RES
lose	RES
much	O
accuracy	DEF
the	O
test	MET
result	RES
of	O
digital	MET
image	MET
correlation	MET
dic	MET
show	O
that	O
the	O
crack	DEF
position	DEF
on	O
the	O
concrete	ELE
surface	ELE
be	O
randomly	RES
distribute	RES
the	O
critical	CAU
corrosion	DEF
ratio	DEF
of	O
reinforce	ELE
bar	ELE
decrease	RES
with	RES
increase	RES
freeze	CAU
thaw	CAU
cycle	CAU
the	O
reinforce	ELE
bar	ELE
critical	CAU
corrosion	DEF
ratio	DEF
at	O
cover	ELE
crack	DEF
under	O
freeze	CAU
thaw	CAU
environment	CAU
be	O
establish	O
with	RES
the	O
thick	CAU
wall	CAU
double	ELE
cylinder	ELE
theory	MET
and	O
be	O
in	O
acceptable	RES
with	RES
experimental	MET
result	RES
when	O
the	O
concrete	ELE
crack	CAU
the	O
corrosion	DEF
increase	RES
rapidly	RES
the	O
bond	DEF
between	RES
the	O
corrode	CAU
rebar	ELE
and	O
deteriorate	CAU
concrete	ELE
decrease	RES
and	O
then	O
the	O
failure	DEF
mode	MET
of	O
rc	ELE
beam	ELE
under	O
flexural	DEF
load	CAU
change	RES
from	O
crush	DEF
of	O
compression	DEF
concrete	ELE
to	O
yield	DEF
of	O
rebar	ELE
the	O
relationship	DEF
between	RES
the	O
service	CAU
time	CAU
and	O
investigation	DEF
time	CAU
be	O
achieve	RES
accord	O
to	O
the	O
neutralization	DEF
ratio	DEF
of	O
concrete	ELE
and	O
corrosion	DEF
ratio	DEF
of	O
rebar	ELE
respectively	O
it	O
be	O
find	O
between	RES
the	O
calculation	MET
result	RES
and	O
the	O
calculation	MET
of	O
corrosion	DEF
ratio	DEF
be	O
close	RES
for	O
ggbs	ELE
concrete	ELE
corrosion	DEF
assessment	DEF
be	O
not	RES
reliable	O
base	O
on	O
the	O
astm	MET
standard	MET
or	O
rilem	MET
recommendation	MET
for	O
opc	ELE
concrete	ELE
the	O
transition	DEF
from	O
passive	CAU
to	O
active	CAU
corrosion	DEF
be	O
study	O
consider	O
drop	DEF
of	O
potential	DEF
or	O
corrosion	DEF
current	CAU
threshold	DEF
value	DEF
consider	O
this	O
latter	O
total	CAU
and	O
free	CAU
chloride	CAU
content	CAU
large	RES
than	RES
or	O
by	O
weight	CAU
of	O
cement	ELE
be	O
estimate	O
strongly	CAU
carbonate	CAU
concrete	ELE
concrete	ELE
saturate	CAU
with	RES
chloride	CAU
or	O
concrete	ELE
with	RES
satisfactory	O
protective	DEF
property	DEF
to	O
reinforcement	ELE
each	O
of	O
three	O
extract	CAU
contain	O
polished	CAU
rebar	ELE
and	O
auxiliary	CAU
electrode	MET
circular	CAU
and	O
rectangular	CAU
with	RES
its	O
side	CAU
length	CAU
equal	RES
to	O
rebar	ELE
length	CAU
in	O
shape	CAU
ring	CAU
insulator	CAU
be	O
model	MET
with	RES
fragment	ELE
of	O
the	O
plastic	CAU
tube	ELE
the	O
comparative	MET
analysis	MET
of	O
result	RES
obtain	RES
for	O
partial	CAU
polarization	MET
process	MET
by	O
circular	CAU
electrode	MET
with	RES
and	O
without	RES
the	O
insulator	CAU
impact	CAU
and	O
for	O
the	O
complete	RES
polarization	MET
by	O
counter	CAU
electrode	MET
reveal	RES
effectiveness	DEF
of	O
the	O
propose	O
method	MET
under	O
various	O
environmental	CAU
condition	CAU
electrical	MET
simulation	MET
be	O
use	O
to	O
explain	O
the	O
effect	RES
of	O
del	CAU
it	O
be	O
find	O
that	O
the	O
rebar	ELE
corrosion	DEF
can	O
change	RES
the	O
failure	DEF
mode	MET
of	O
the	O
connection	ELE
from	O
flexural	DEF
or	O
shear	DEF
flexural	DEF
failure	DEF
to	O
punch	DEF
shear	DEF
and	O
reduce	RES
the	O
punch	DEF
shear	DEF
strength	DEF
significantly	RES
moreover	O
the	O
exist	O
design	MET
formula	MET
give	O
by	O
aci	MET
csa	MET
eurocode	MET
and	O
bs	MET
be	O
find	O
to	O
be	O
unreliable	RES
for	O
the	O
prediction	DEF
of	O
the	O
punch	DEF
shear	DEF
strength	DEF
of	O
corrode	CAU
slab	ELE
column	ELE
connection	ELE
the	O
critical	CAU
shear	DEF
crack	DEF
theory	MET
csct	MET
be	O
modify	RES
in	O
this	O
work	O
to	O
predict	RES
the	O
punch	DEF
shear	DEF
strength	DEF
of	O
the	O
corrode	CAU
slab	ELE
column	ELE
connection	ELE
well	ELE
these	O
parameter	CAU
include	O
the	O
bond	DEF
behavior	DEF
failure	DEF
mode	MET
bond	DEF
stress	DEF
slip	DEF
response	DEF
and	O
bond	DEF
strength	DEF
compressive	DEF
strength	DEF
behavior	DEF
base	O
on	O
the	O
result	RES
with	RES
the	O
incorporation	DEF
of	O
and	O
volume	CAU
content	O
of	O
wpet	CAU
replace	RES
fine	CAU
particle	CAU
the	O
bond	DEF
strength	DEF
decline	RES
by	O
and	O
respectively	O
and	O
as	O
the	O
temperature	CAU
be	O
raise	RES
this	O
reduce	RES
effect	RES
increase	RES
furthermore	O
the	O
presence	O
of	O
steel	ELE
fiber	ELE
have	O
positive	CAU
impact	RES
in	O
the	O
sample	ELE
with	RES
the	O
split	DEF
failure	DEF
mode	MET
while	O
it	O
have	O
negligible	RES
or	O
sometimes	O
even	O
negative	CAU
impact	RES
in	O
the	O
sample	ELE
with	RES
the	O
pull	MET
out	MET
fail	DEF
mode	MET
lastly	O
multivariate	MET
prediction	DEF
model	MET
be	O
propose	O
for	O
when	O
the	O
mass	DEF
loss	DEF
be	O
≥16	O
the	O
yield	DEF
plateau	DEF
of	O
the	O
stress	DEF
strain	DEF
curve	DEF
of	O
corrode	CAU
steel	ELE
plate	ELE
be	O
significantly	RES
shorten	RES
the	O
mass	DEF
loss	DEF
of	O
can	O
be	O
define	O
as	O
the	O
critical	CAU
point	MET
at	O
which	O
the	O
yield	DEF
plateau	DEF
disappear	RES
under	O
the	O
dry	CAU
wet	CAU
cyclic	CAU
accelerate	CAU
corrosion	CAU
test	MET
the	O
critical	CAU
corrosion	DEF
ratio	DEF
for	O
the	O
main	CAU
mechanical	MET
index	MET
not	RES
meet	O
the	O
specification	MET
requirement	DEF
be	O
propose	O
and	O
the	O
relationship	DEF
between	RES
the	O
etch	DEF
pit	DEF
depth	CAU
and	O
mechanical	MET
property	DEF
degradation	DEF
be	O
establish	O
along	O
with	RES
deterministic	CAU
constitutive	DEF
model	MET
relate	O
to	O
the	O
corrosion	DEF
ratio	DEF
the	O
degree	DEF
of	O
correlation	DEF
for	O
either	RES
the	O
corrosion	DEF
level	DEF
assessment	DEF
index	DEF
or	O
the	O
several	O
scc	CAU
mix	ELE
be	O
make	O
use	O
nanomaterial	MET
as	O
cement	ELE
replacement	DEF
material	ELE
with	RES
replace	CAU
percent	O
up	O
to	O
and	O
analyze	MET
fresh	CAU
property	DEF
mechanical	MET
characteristic	DEF
microstructure	ELE
and	O
corrosion	DEF
rate	DEF
of	O
scc	CAU
mix	ELE
be	O
study	O
the	O
test	MET
result	RES
reveal	RES
that	O
scc	CAU
flowability	DEF
pass	DEF
ability	DEF
and	O
viscosity	DEF
decline	RES
as	O
the	O
ns	CAU
nwg	CAU
and	O
nwc	CAU
increase	RES
while	O
be	O
within	RES
the	O
efnarc	ELE
recommend	O
limit	RES
waste	CAU
mill	CAU
nanomaterial	CAU
be	O
comparable	RES
to	O
nano	CAU
silica	CAU
which	O
be	O
chemically	CAU
prepare	O
to	O
improve	RES
scc	CAU
mechanical	MET
property	DEF
and	O
purify	RES
the	O
micro	CAU
four	O
beam	ELE
include	O
one	CAU
control	MET
beam	ELE
reinforce	ELE
with	RES
only	RES
gfrp	ELE
bar	ELE
be	O
test	MET
the	O
arrangement	DEF
of	O
reinforcement	ELE
layer	ELE
be	O
the	O
main	CAU
parameter	CAU
consider	O
theoretical	MET
model	MET
be	O
propose	O
for	O
the	O
prediction	DEF
of	O
ultimate	DEF
capacity	DEF
and	O
mode	MET
of	O
failure	DEF
degree	DEF
of	O
activation	DEF
polarization	DEF
and	O
concentration	DEF
polarization	DEF
relate	O
to	O
cathodic	CAU
reaction	DEF
be	O
quantify	O
prediction	DEF
model	MET
for	O
the	O
average	CAU
value	DEF
of	O
corrosion	DEF
rate	DEF
in	O
regard	O
to	O
the	O
whole	CAU
surface	ELE
of	O
corrode	CAU
rebar	ELE
be	O
propose	O
base	O
on	O
the	O
electrochemical	MET
corrosion	MET
theory	MET
finally	O
the	O
accuracy	DEF
of	O
this	O
model	MET
be	O
testify	O
by	O
compare	RES
the	O
prediction	DEF
of	O
this	O
model	MET
with	RES
publish	O
corrosion	DEF
test	MET
result	RES
lollipop	CAU
specimen	ELE
be	O
expose	RES
to	O
impressed	CAU
current	CAU
accelerate	RES
corrosion	DEF
technique	MET
in	O
addition	O
to	O
the	O
cement	ELE
type	CAU
the	O
corrosion	DEF
influence	RES
of	O
the	O
concrete	ELE
mixture	CAU
water	CAU
binder	CAU
ratio	CAU
and	O
cement	ELE
content	CAU
be	O
assess	RES
as	O
well	O
as	O
the	O
impact	RES
of	O
reinforcement	ELE
cover	ELE
and	O
exposure	CAU
duration	CAU
on	O
reinforce	ELE
concrete	ELE
speciman	ELE
corrosion	DEF
performance	DEF
the	O
corrosion	DEF
protection	DEF
be	O
assess	RES
by	O
the	O
corrosion	DEF
current	CAU
and	O
it	O
be	O
quantify	O
by	O
measure	O
the	O
rebar	ELE
diameter	CAU
loss	DEF
the	O
chloride	CAU
ion	CAU
penetrability	DEF
water	CAU
permeability	DEF
and	O
measure	MET
corrosion	DEF
current	CAU
be	O
significantly	RES
reduce	RES
by	O
replace	RES
cem	CAU
with	RES
either	CAU
cem	CAU
iii	MET
red	CAU
mud	CAU
prove	O
to	O
be	O
promise	O
additive	DEF
for	O
concrete	ELE
to	O
inhibit	RES
the	O
corrosion	DEF
process	MET
the	O
corrosion	DEF
potential	DEF
be	O
monitor	RES
by	O
electrochemical	MET
measurement	MET
and	O
the	O
electrical	MET
resistivity	DEF
be	O
evaluate	RES
use	O
sensor	MET
embed	RES
in	O
concrete	ELE
test	MET
specimen	ELE
the	O
result	RES
show	O
that	O
the	O
addition	DEF
of	O
red	CAU
mud	ELE
be	O
beneficial	RES
to	O
concrete	ELE
reduce	RES
its	O
chloride	CAU
migration	DEF
rate	DEF
diffusion	DEF
coefficient	DEF
and	O
corrosion	DEF
potential	DEF
and	O
increase	RES
its	O
electrical	MET
resistivity	DEF
corrosion	DEF
of	O
rebar	ELE
be	O
monitor	RES
use	O
open	MET
circuit	MET
potential	DEF
ocp	MET
measurement	MET
diffusion	DEF
of	O
ion	CAU
into	O
the	O
concrete	ELE
be	O
study	O
by	O
salt	CAU
ingress	CAU
salt	CAU
fog	CAU
and	O
rapid	CAU
chloride	CAU
permeability	DEF
test	MET
it	O
have	O
be	O
note	O
that	O
densifie	CAU
microsilica	CAU
provide	O
well	RES
corrosion	DEF
protection	DEF
to	O
the	O
rebar	ELE
than	RES
the	O
undensifie	CAU
one	CAU
in	O
addition	O
to	O
this	O
its	O
protective	DEF
effect	RES
with	RES
src	ELE
be	O
much	O
more	RES
than	RES
with	RES
opc	ELE
an	O
attempt	O
have	O
be	O
make	O
to	O
explain	O
the	O
mechanism	MET
of	O
corrosion	DEF
protection	DEF
behavior	DEF
of	O
microsilica	CAU
add	CAU
concrete	ELE
immerse	CAU
in	O
seawater	CAU
and	O
nacl	CAU
solution	CAU
the	O
second	CAU
one	CAU
contain	O
remain	O
of	O
this	O
mill	MET
scale	MET
embed	RES
in	O
phase	CAU
form	RES
after	RES
aqueous	CAU
corrosion	CAU
oxyhydroxide	CAU
as	O
goethite	CAU
or	O
lepidocrocite	CAU
contain	O
marbling	CAU
of	O
ferrihydrite	CAU
maghemite	CAU
and	O
magnetite	CAU
on	O
the	O
thick	CAU
and	O
old	CAU
layer	ELE
marbling	CAU
be	O
only	RES
constitute	O
of	O
magnetite	CAU
and	O
maghemite	CAU
it	O
be	O
propose	O
that	O
the	O
structural	MET
evolution	DEF
of	O
the	O
pattern	DEF
and	O
their	O
marble	DEF
be	O
link	O
to	O
wet	CAU
dry	CAU
cycle	CAU
and	O
or	O
ph	CAU
condition	DEF
evolution	DEF
during	O
the	O
corrosion	CAU
process	MET
decrease	RES
in	O
corrosion	DEF
rate	DEF
be	O
observe	O
in	O
the	O
beam	ELE
with	RES
chop	CAU
carbon	CAU
fiber	ELE
waste	CAU
compare	RES
to	O
the	O
control	MET
beam	ELE
without	RES
chop	CAU
carbon	CAU
fiber	ELE
the	O
decrease	RES
corrosion	DEF
rate	DEF
in	O
beam	ELE
with	RES
and	O
chop	CAU
carbon	CAU
fiber	ELE
mass	DEF
fraction	CAU
of	O
cement	ELE
be	O
approximately	O
and	O
respectively	O
compare	RES
to	O
the	O
beam	ELE
without	RES
chop	CAU
carbon	CAU
fiber	ELE
the	O
ultimate	DEF
strength	DEF
of	O
beam	ELE
with	RES
chop	CAU
carbon	CAU
fiber	ELE
and	O
chop	CAU
carbon	CAU
fiber	ELE
be	O
increase	RES
by	O
and	O
compare	RES
to	O
the	O
control	MET
beam	ELE
therefore	O
chop	CAU
carbon	CAU
fiber	ELE
waste	ELE
could	O
be	O
use	O
in	O
reinforce	ELE
concrete	ELE
structure	ELE
for	O
reduce	RES
corrosion	DEF
in	O
order	O
to	O
study	O
the	O
adsorption	DEF
behaviour	DEF
of	O
inhibitor	CAU
and	O
surface	ELE
topography	CAU
xps	MET
fe	MET
sem	MET
and	O
afm	MET
analysis	MET
be	O
utilize	O
xps	MET
result	RES
show	O
that	O
nitrite	CAU
at	O
low	CAU
concentration	CAU
improve	RES
the	O
adsorption	DEF
of	O
organic	CAU
inhibitor	CAU
and	O
thus	O
increase	RES
efficiency	DEF
also	O
the	O
synergistic	MET
use	O
of	O
these	O
inhibitor	CAU
improve	RES
the	O
quality	DEF
of	O
the	O
passive	CAU
layer	ELE
the	O
result	RES
show	O
that	O
the	O
amplitude	DEF
variation	DEF
can	O
obey	O
similar	RES
pattern	DEF
that	O
the	O
minimum	CAU
value	DEF
valley	DEF
can	O
identify	RES
the	O
initial	CAU
crack	DEF
while	O
the	O
maximum	CAU
value	DEF
peak	DEF
can	O
represent	O
the	O
cover	ELE
crack	DEF
condition	DEF
moreover	O
the	O
steel	ELE
type	CAU
show	O
little	RES
effect	RES
on	O
the	O
amplitude	DEF
value	DEF
but	O
the	O
high	RES
water	CAU
to	CAU
cement	CAU
ratio	CAU
and	O
the	O
thick	CAU
concrete	ELE
cover	ELE
thickness	CAU
can	O
significantly	RES
decrease	RES
the	O
amplitude	DEF
value	DEF
in	O
each	O
monitor	MET
period	CAU
this	O
study	O
indicate	O
the	O
potential	DEF
application	O
of	O
the	O
ultrasonic	MET
guide	MET
wave	MET
amplitude	DEF
for	O
monitor	MET
the	O
corrosion	DEF
process	MET
two	O
machine	MET
learn	MET
base	MET
model	MET
be	O
then	O
develop	RES
use	O
these	O
sample	ELE
to	O
estimate	RES
the	O
steel	ELE
weight	DEF
loss	DEF
distribution	DEF
from	O
the	O
observational	MET
corrosion	DEF
induce	CAU
crack	DEF
distribution	DEF
finally	O
monte	MET
carlo	MET
base	MET
fe	MET
analysis	MET
with	RES
the	O
estimate	RES
steel	ELE
weight	DEF
loss	DEF
distribution	DEF
as	O
the	O
input	MET
datum	MET
be	O
conduct	O
to	O
obtain	RES
the	O
probability	DEF
density	DEF
function	MET
pdf	MET
of	O
the	O
structural	MET
capacity	DEF
of	O
corrode	CAU
rc	ELE
beam	ELE
for	O
illustrative	O
purpose	O
the	O
effect	RES
of	O
observational	MET
corrosion	DEF
induce	CAU
crack	DEF
width	CAU
distribution	DEF
on	O
the	O
pdf	MET
of	O
flexural	DEF
capacity	DEF
of	O
an	O
exist	O
rc	ELE
beam	ELE
be	O
investigate	RES
use	O
the	O
propose	O
framework	MET
the	O
result	RES
show	O
that	O
the	O
propose	O
framework	MET
use	O
machine	MET
learn	MET
base	MET
model	MET
be	O
the	O
result	RES
indicate	O
that	O
the	O
behaviour	DEF
of	O
such	O
rc	ELE
beam	ELE
be	O
comparable	RES
to	O
typical	CAU
rc	ELE
beam	ELE
behaviour	DEF
to	O
certain	O
extent	O
an	O
analytical	MET
model	MET
for	O
validate	RES
this	O
concept	O
be	O
present	O
here	O
which	O
be	O
base	O
on	O
the	O
typical	CAU
material	ELE
behaviour	DEF
law	MET
hypothesis	MET
of	O
nonlinear	CAU
mechanical	MET
beam	ELE
behaviour	DEF
the	O
load	DEF
displacement	DEF
and	O
moment	DEF
curvature	DEF
relationship	DEF
predict	RES
use	O
this	O
model	MET
be	O
compare	RES
to	O
the	O
experimental	MET
result	RES
obtain	RES
for	O
several	O
large	MET
scale	MET
specimen	ELE
the	O
comparison	RES
reveal	RES
good	RES
correlation	DEF
between	RES
the	O
analytical	MET
and	O
experimental	MET
result	RES
and	O
illustrate	O
the	O
potential	DEF
of	O
these	O
composite	ELE
beam	ELE
in	O
civil	ELE
engineering	ELE
structure	ELE
in	O
this	O
direction	O
the	O
use	O
of	O
natural	CAU
and	O
synthetic	CAU
polymer	ELE
as	O
anticorrosive	CAU
material	ELE
be	O
gain	O
particular	O
attention	O
due	O
to	O
their	O
polymeric	CAU
nature	CAU
and	O
presence	O
of	O
polar	CAU
functional	MET
group	CAU
at	O
the	O
periphery	CAU
the	O
polymer	ELE
effectively	RES
adsorb	DEF
on	O
the	O
metallic	CAU
surface	ELE
and	O
provide	O
excellent	O
surface	ELE
protection	DEF
more	O
so	O
the	O
exercise	O
of	O
natural	CAU
polymeric	CAU
alternative	CAU
include	O
carbohydrate	CAU
protein	CAU
and	O
their	O
derivative	CAU
offer	O
new	O
alternative	DEF
path	O
to	O
replace	RES
traditional	CAU
toxic	CAU
corrosion	CAU
inhibitor	CAU
the	O
present	O
review	O
paper	O
aim	O
to	O
collect	O
outcome	RES
of	O
major	O
report	O
describe	O
the	O
corrosion	DEF
inhibition	DEF
potential	DEF
of	O
natural	CAU
and	O
synthetic	CAU
polymer	ELE
advantage	O
of	O
polymer	ELE
over	O
traditional	CAU
corrosion	CAU
it	O
be	O
find	O
that	O
the	O
mmo	MET
pseudo	MET
reference	MET
electrode	MET
be	O
ph	CAU
sensitive	MET
the	O
graphite	MET
pseudo	MET
reference	MET
electrode	MET
be	O
oxygen	CAU
sensitive	CAU
and	O
the	O
ag	CAU
agcl	CAU
pseudo	MET
reference	MET
electrode	MET
be	O
chloride	CAU
sensitive	CAU
in	O
spite	O
of	O
the	O
fact	O
that	O
any	O
of	O
they	O
can	O
be	O
use	O
to	O
determine	O
the	O
corrosion	DEF
rate	DEF
of	O
rebar	ELE
because	O
they	O
do	O
not	RES
depend	O
on	O
the	O
absolute	DEF
potential	DEF
and	O
or	O
the	O
long	CAU
term	CAU
stability	DEF
of	O
the	O
reference	MET
electrode	MET
when	O
use	O
traditional	MET
electrochemical	MET
technique	MET
long	CAU
term	CAU
drift	DEF
in	O
the	O
electrode	MET
potential	DEF
may	O
lead	O
to	O
misinterpretation	RES
of	O
the	O
rebar	ELE
state	MET
in	O
this	O
context	O
twenty	O
cylindrical	CAU
specimen	ELE
with	RES
diameter	CAU
equal	RES
to	O
50mm	O
and	O
height	CAU
of	O
200mm	O
be	O
prepare	O
and	O
merge	RES
in	O
nacl	CAU
solution	CAU
with	RES
concentration	DEF
subsequently	O
the	O
electrochemical	MET
behavior	DEF
of	O
the	O
specimen	ELE
be	O
assess	RES
use	O
linear	MET
polarization	MET
resistance	DEF
technique	MET
and	O
open	MET
circuit	MET
voltage	MET
the	O
result	RES
indicate	O
that	O
rebar	ELE
in	O
the	O
concrete	ELE
specimen	ELE
which	O
contain	O
steel	ELE
slag	ELE
be	O
find	O
to	O
be	O
resist	DEF
corrosion	DEF
efficiently	RES
well	RES
than	RES
the	O
control	MET
specimen	ELE
which	O
incorporate	O
dolomite	ELE
as	O
coarse	CAU
aggregate	CAU
can	O
result	RES
in	O
significant	RES
decrease	RES
in	O
the	O
lateral	CAU
load	DEF
capacity	DEF
energy	DEF
dissipation	DEF
ductility	DEF
and	O
ultimate	DEF
displacement	DEF
hence	O
the	O
retrofit	CAU
of	O
corrode	CAU
precast	ELE
rc	ELE
bridge	ELE
column	ELE
should	O
be	O
perform	O
at	O
low	CAU
level	CAU
of	O
corrosion	DEF
the	O
test	MET
result	RES
also	O
indicate	O
that	O
corrosion	DEF
have	O
more	RES
adverse	CAU
effect	RES
on	O
the	O
ultimate	DEF
displacement	DEF
and	O
ductility	DEF
than	RES
the	O
strength	DEF
in	O
addition	O
retrofit	CAU
bridge	ELE
column	ELE
of	O
high	RES
corrosion	DEF
level	CAU
use	O
cfrp	ELE
jacket	ELE
could	O
effectively	RES
protect	DEF
the	O
column	ELE
from	O
damage	DEF
in	O
the	O
plastic	CAU
hinge	ELE
it	O
have	O
be	O
establish	O
statistically	MET
acceptable	O
upper	CAU
control	MET
limit	DEF
for	O
the	O
initial	CAU
undamaged	CAU
intensity	DEF
modulation	MET
ratio	MET
value	DEF
after	RES
subject	O
the	O
sample	ELE
to	O
the	O
corrosion	DEF
test	MET
it	O
be	O
observe	O
that	O
the	O
great	RES
the	O
degree	DEF
of	O
damage	DEF
the	O
high	RES
the	O
value	DEF
range	CAU
and	O
the	O
variability	DEF
degree	DEF
of	O
in	O
this	O
investigation	DEF
the	O
